i,t,m,Females 00-03,Females 04-08,Females 09-13,Females 14-18,Females 19-30,Females 31-50,Females 51-99,Males 00-03,Males 04-08,Males 09-13,Males 14-18,Males 19-30,Males 31-50,Males 51-99,log HSize
7110400302132,2013-14,SNNP,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1.609437912
7110400302132,2015-16,SNNP,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1.609437912
7110400302147,2011-12,SNNP,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1.609437912
7110400302147,2013-14,SNNP,0,0,1,1,0,1,0,0,1,0,2,0,0,0,1.945910149
7110400302147,2015-16,SNNP,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1.791759469
7110400302162,2011-12,SNNP,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1.609437912
7110400302162,2013-14,SNNP,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1.791759469
7110400302162,2015-16,SNNP,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.386294361
7110400302177,2011-12,SNNP,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1.609437912
7110400302177,2013-14,SNNP,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1.791759469
7110400302177,2015-16,SNNP,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1.791759469
7110401603001,2011-12,SNNP,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1.386294361
7110401603001,2013-14,SNNP,1,1,1,1,0,1,0,0,1,1,0,0,1,1,2.079441542
7110401603001,2015-16,SNNP,0,1,2,0,0,1,0,1,1,1,0,0,0,1,2.079441542
7110401603013,2011-12,SNNP,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1.791759469
7110401603013,2013-14,SNNP,0,0,0,1,0,1,0,0,1,2,0,1,0,1,1.945910149
7110401603013,2015-16,SNNP,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1.945910149
7110401603019,2011-12,SNNP,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
7110401603019,2013-14,SNNP,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
7110401603019,2015-16,SNNP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6931471806
7110401603031,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110401603031,2013-14,SNNP,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
7110401603031,2015-16,SNNP,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1.609437912
7110401603037,2011-12,SNNP,0,1,1,0,0,2,0,0,0,1,0,1,0,1,1.945910149
7110401603037,2013-14,SNNP,0,1,0,1,0,2,0,0,0,2,0,1,0,1,2.079441542
7110401603037,2015-16,SNNP,0,0,2,1,0,2,0,0,0,0,1,1,0,0,2.079441542
7110401603055,2011-12,SNNP,0,1,2,0,1,0,0,0,1,0,0,0,1,0,1.791759469
7110401603055,2013-14,SNNP,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1.945910149
7110401603055,2015-16,SNNP,1,0,2,1,0,1,0,0,1,1,0,0,1,0,2.079441542
7110401603073,2011-12,SNNP,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7110401603073,2013-14,SNNP,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1.945910149
7110401603073,2015-16,SNNP,2,1,2,1,0,1,0,0,0,0,0,0,1,0,2.079441542
7110401603091,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110401603091,2013-14,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110401603109,2011-12,SNNP,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1.386294361
7110401603109,2013-14,SNNP,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1.609437912
7110401603109,2015-16,SNNP,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1.386294361
7110401603127,2011-12,SNNP,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1.791759469
7110401603127,2013-14,SNNP,0,0,1,1,0,1,0,0,0,1,2,0,0,1,1.945910149
7110401603127,2015-16,SNNP,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1.609437912
7110401603145,2011-12,SNNP,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1.386294361
7110401603145,2013-14,SNNP,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1.791759469
7110401603145,2015-16,SNNP,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1.098612289
7110401603163,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7110401603163,2013-14,SNNP,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.386294361
7110401603163,2015-16,SNNP,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
071104088800912006,2018-19,SNNP,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
071104088800912014,2018-19,SNNP,0,1,0,0,0,1,0,0,2,2,1,0,1,0,2.079441542
071104088800912022,2018-19,SNNP,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1.791759469
071104088800912030,2018-19,SNNP,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
071104088800912038,2018-19,SNNP,0,0,0,2,0,1,0,0,0,1,1,1,1,0,1.945910149
071104088800912046,2018-19,SNNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471806
071104088800912054,2018-19,SNNP,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1.791759469
071104088800912062,2018-19,SNNP,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1.945910149
071104088800912070,2018-19,SNNP,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1.945910149
071104088800912078,2018-19,SNNP,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.386294361
7110502003003,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110502003003,2013-14,SNNP,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
7110502003003,2015-16,SNNP,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6931471806
7110502003015,2011-12,SNNP,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289
7110502003015,2013-14,SNNP,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.098612289
7110502003015,2015-16,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471806
7110502003021,2011-12,SNNP,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1.386294361
7110502003021,2013-14,SNNP,0,0,1,0,1,0,0,1,2,0,0,0,1,0,1.791759469
7110502003021,2015-16,SNNP,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1.386294361
7110502003033,2011-12,SNNP,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1.609437912
7110502003033,2013-14,SNNP,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1.945910149
7110502003033,2015-16,SNNP,0,0,1,0,0,1,0,0,2,0,2,1,0,0,1.945910149
7110502003039,2011-12,SNNP,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.098612289
7110502003039,2013-14,SNNP,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.386294361
7110502003039,2015-16,SNNP,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.386294361
7110502003057,2011-12,SNNP,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1.386294361
7110502003057,2013-14,SNNP,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1.791759469
7110502003057,2015-16,SNNP,0,1,0,0,0,1,0,0,1,2,0,0,1,0,1.791759469
7110502003075,2011-12,SNNP,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7110502003075,2013-14,SNNP,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1.945910149
7110502003075,2015-16,SNNP,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1.945910149
7110502003093,2011-12,SNNP,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
7110502003093,2013-14,SNNP,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1.791759469
7110502003093,2015-16,SNNP,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1.791759469
7110502003111,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110502003111,2013-14,SNNP,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1.609437912
7110502003111,2015-16,SNNP,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1.609437912
7110502003129,2011-12,SNNP,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1.609437912
7110502003129,2013-14,SNNP,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1.791759469
7110502003129,2015-16,SNNP,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1.791759469
7110502003147,2011-12,SNNP,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6931471806
7110502003147,2013-14,SNNP,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.098612289
7110502003147,2015-16,SNNP,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6931471806
7110502003165,2011-12,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7110502003165,2013-14,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7110800501002,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110800501002,2013-14,SNNP,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
7110800501002,2015-16,SNNP,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.386294361
7110800501010,2011-12,SNNP,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.098612289
7110800501014,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7110800501014,2013-14,SNNP,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
7110800501014,2015-16,SNNP,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1.791759469
7110800501026,2011-12,SNNP,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.386294361
7110800501026,2013-14,SNNP,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1.791759469
7110800501026,2015-16,SNNP,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1.791759469
7110800501038,2011-12,SNNP,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
7110800501038,2013-14,SNNP,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7110800501038,2015-16,SNNP,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1.609437912
7110800501059,2011-12,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7110800501059,2013-14,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7110800501059,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7110800501063,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7110800501063,2013-14,SNNP,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
7110800501075,2011-12,SNNP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289
7110800501075,2013-14,SNNP,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1.945910149
7110800501075,2015-16,SNNP,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1.791759469
7110800501087,2011-12,SNNP,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.098612289
7110800501087,2013-14,SNNP,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1.386294361
7110800501087,2015-16,SNNP,0,2,0,0,1,0,0,1,1,0,0,0,1,0,1.791759469
7110800501099,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7110800501099,2013-14,SNNP,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1.609437912
7110800501099,2015-16,SNNP,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1.609437912
7110800501111,2011-12,SNNP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7110800501111,2013-14,SNNP,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
7110800501111,2015-16,SNNP,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1.609437912
071110010100102014,2018-19,SNNP,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
071110010100102031,2018-19,SNNP,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1.386294361
071110010100102055,2018-19,SNNP,0,1,0,1,1,0,0,1,0,0,0,2,0,0,1.791759469
071110010100102074,2018-19,SNNP,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.098612289
071110010100102096,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
071110010100102124,2018-19,SNNP,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.609437912
071110010100102155,2018-19,SNNP,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1.609437912
071110010100102181,2018-19,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
071110010100102197,2018-19,SNNP,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1.098612289
071110010100102220,2018-19,SNNP,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.098612289
071110010100102245,2018-19,SNNP,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1.609437912
071110010100102259,2018-19,SNNP,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
071110010100102278,2018-19,SNNP,0,1,1,0,1,0,0,0,0,0,2,0,1,0,1.791759469
071110010100102301,2018-19,SNNP,0,0,2,0,0,1,0,0,0,2,2,2,0,0,2.197224577
071110010100102315,2018-19,SNNP,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.098612289
071110088800906009,2018-19,SNNP,0,0,1,0,1,0,0,0,2,0,3,0,1,1,2.079441542
071110088800906023,2018-19,SNNP,0,0,0,1,2,0,1,0,0,2,1,1,0,0,2.197224577
071110088800906038,2018-19,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
071110088800906052,2018-19,SNNP,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
071110088800906065,2018-19,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
071110088800906068,2018-19,SNNP,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1.609437912
071110088800906072,2018-19,SNNP,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
071110088800906084,2018-19,SNNP,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
071110088800906098,2018-19,SNNP,0,1,2,0,1,0,0,0,0,0,1,1,0,1,1.791759469
071110088800906112,2018-19,SNNP,0,1,0,2,0,1,0,0,1,1,0,1,0,1,2.079441542
071110088800906126,2018-19,SNNP,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1.945910149
071110088800906140,2018-19,SNNP,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
7111100401002,2015-16,SNNP,0,0,0,0,2,1,1,0,0,1,0,0,1,0,1.791759469
7111100401011,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1.386294361
7111100401020,2015-16,SNNP,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1.386294361
7111100401029,2015-16,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7111100401038,2015-16,SNNP,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.386294361
7111100401047,2015-16,SNNP,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1.386294361
7111100401056,2015-16,SNNP,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1.386294361
7111100401065,2015-16,SNNP,0,0,0,2,1,1,0,0,0,0,0,1,1,0,1.791759469
7111100401092,2015-16,SNNP,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1.386294361
7111100401101,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
7111100401119,2015-16,SNNP,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1.386294361
7111100401128,2015-16,SNNP,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1.386294361
071111010100401002,2013-14,SNNP,0,0,0,1,2,0,1,0,0,1,0,0,1,0,1.791759469
071111010100401011,2013-14,SNNP,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1.386294361
071111010100401020,2013-14,SNNP,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1.609437912
071111010100401029,2013-14,SNNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471806
071111010100401038,2013-14,SNNP,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.386294361
071111010100401047,2013-14,SNNP,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
071111010100401056,2013-14,SNNP,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1.386294361
071111010100401065,2013-14,SNNP,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1.945910149
071111010100401074,2013-14,SNNP,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1.386294361
071111010100401083,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
071111010100401092,2013-14,SNNP,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
071111010100401101,2013-14,SNNP,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1.098612289
071111010100401110,2013-14,SNNP,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1.386294361
071111010100401119,2013-14,SNNP,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1.386294361
071111010100401128,2013-14,SNNP,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1.386294361
7120100102002,2011-12,SNNP,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361
7120100102002,2013-14,SNNP,0,2,2,0,0,0,0,0,1,0,0,1,0,0,1.791759469
7120100102002,2015-16,SNNP,1,2,2,0,1,0,0,0,1,0,0,0,1,0,2.079441542
7120100102020,2011-12,SNNP,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
7120100102020,2013-14,SNNP,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7120100102020,2015-16,SNNP,0,2,1,0,0,1,0,1,0,0,0,0,1,0,1.791759469
7120100102038,2011-12,SNNP,0,0,1,1,0,1,0,0,1,0,0,2,1,0,1.945910149
7120100102038,2013-14,SNNP,1,1,1,0,0,1,0,2,0,1,0,1,1,0,2.197224577
7120100102038,2015-16,SNNP,1,3,1,1,0,1,0,0,1,1,0,1,1,1,2.397895273
7120100102056,2011-12,SNNP,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.609437912
7120100102056,2013-14,SNNP,0,0,0,1,0,1,0,0,1,3,0,0,1,0,1.945910149
7120100102056,2015-16,SNNP,0,0,1,2,0,1,0,1,1,1,0,1,0,0,2.079441542
7120100102074,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7120100102074,2013-14,SNNP,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1.386294361
7120100102074,2015-16,SNNP,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
7120100102093,2011-12,SNNP,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1.386294361
7120100102093,2013-14,SNNP,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1.791759469
7120100102093,2015-16,SNNP,1,3,0,0,0,1,0,0,0,1,0,0,1,0,1.945910149
7120100102111,2011-12,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7120100102111,2013-14,SNNP,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1.609437912
7120100102111,2015-16,SNNP,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1.386294361
7120100102132,2011-12,SNNP,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
7120100102132,2013-14,SNNP,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1.791759469
7120100102132,2015-16,SNNP,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1.945910149
7120100102140,2011-12,SNNP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
7120100102140,2013-14,SNNP,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
7120100102140,2015-16,SNNP,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
7120100102151,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7120100102151,2013-14,SNNP,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1.609437912
7120100102151,2015-16,SNNP,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1.609437912
7120100102170,2011-12,SNNP,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1.791759469
7120100102170,2013-14,SNNP,1,0,1,0,0,1,0,0,1,1,2,0,1,0,2.079441542
7120100102170,2015-16,SNNP,1,0,1,0,0,1,0,0,1,1,1,1,1,0,2.079441542
7120100102191,2011-12,SNNP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471806
7120100102191,2013-14,SNNP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6931471806
7120100102191,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7120101602001,2011-12,SNNP,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.386294361
7120101602001,2013-14,SNNP,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1.945910149
7120101602001,2015-16,SNNP,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1.791759469
7120101602009,2011-12,SNNP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.098612289
7120101602009,2013-14,SNNP,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.609437912
7120101602009,2015-16,SNNP,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.386294361
7120101602013,2011-12,SNNP,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1.386294361
7120101602013,2013-14,SNNP,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1.609437912
7120101602013,2015-16,SNNP,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1.791759469
7120101602021,2011-12,SNNP,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1.609437912
7120101602021,2013-14,SNNP,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1.609437912
7120101602021,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1.386294361
7120101602025,2011-12,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7120101602025,2013-14,SNNP,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806
7120101602025,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7120101602037,2011-12,SNNP,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1.791759469
7120101602037,2013-14,SNNP,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1.945910149
7120101602037,2015-16,SNNP,0,0,2,2,0,1,0,0,1,0,0,0,1,1,1.945910149
7120101602049,2011-12,SNNP,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1.945910149
7120101602049,2013-14,SNNP,0,0,0,0,1,1,1,1,1,2,0,1,0,1,2.197224577
7120101602049,2015-16,SNNP,0,0,0,0,1,0,1,0,1,3,0,0,0,1,1.945910149
7120101602061,2011-12,SNNP,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1.791759469
7120101602061,2013-14,SNNP,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1.791759469
7120101602061,2015-16,SNNP,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1.791759469
7120101602073,2011-12,SNNP,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
7120101602073,2013-14,SNNP,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
7120101602073,2015-16,SNNP,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1.609437912
7120101602085,2011-12,SNNP,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806
7120101602085,2013-14,SNNP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806
7120101602085,2015-16,SNNP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806
7120101602097,2011-12,SNNP,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
7120101602097,2013-14,SNNP,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
7120101602097,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7120101602109,2011-12,SNNP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7120101602109,2013-14,SNNP,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
7120101602109,2015-16,SNNP,0,0,0,0,0,1,1,0,1,0,0,2,1,0,1.791759469
7120102802002,2011-12,SNNP,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1.386294361
7120102802002,2013-14,SNNP,0,1,2,0,1,0,0,1,1,0,0,0,1,0,1.945910149
7120102802002,2015-16,SNNP,0,0,2,1,1,0,0,1,1,0,0,0,1,0,1.945910149
7120102802012,2011-12,SNNP,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1.609437912
7120102802012,2013-14,SNNP,1,1,2,0,1,0,0,0,1,0,0,0,1,0,1.945910149
7120102802012,2015-16,SNNP,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1.945910149
7120102802017,2011-12,SNNP,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1.791759469
7120102802017,2013-14,SNNP,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1.791759469
7120102802017,2015-16,SNNP,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1.791759469
7120102802027,2011-12,SNNP,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7120102802027,2013-14,SNNP,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7120102802027,2015-16,SNNP,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1.609437912
7120102802032,2011-12,SNNP,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.386294361
7120102802032,2013-14,SNNP,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1.609437912
7120102802032,2015-16,SNNP,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1.609437912
7120102802047,2011-12,SNNP,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1.791759469
7120102802047,2013-14,SNNP,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1.945910149
7120102802047,2015-16,SNNP,1,0,3,1,1,0,0,0,0,0,0,1,1,0,2.079441542
7120102802062,2011-12,SNNP,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1.945910149
7120102802062,2013-14,SNNP,1,1,0,1,0,1,0,1,1,2,0,1,1,0,2.302585093
7120102802062,2015-16,SNNP,1,0,1,0,0,1,0,0,2,1,1,0,1,0,2.079441542
7120102802077,2011-12,SNNP,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.098612289
7120102802077,2013-14,SNNP,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.098612289
7120102802077,2015-16,SNNP,0,0,0,0,1,0,1,0,2,1,1,0,0,0,1.791759469
7120102802092,2011-12,SNNP,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
7120102802092,2013-14,SNNP,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.098612289
7120102802092,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7120102802107,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7120102802107,2013-14,SNNP,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1.386294361
7120102802107,2015-16,SNNP,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1.609437912
